Rank,Gene,Cell Type,logFC.ecoVSctrl,logFC.ecpVSctrl,logFC.ecpaVSctrl,logFC.eueVSctrl,logCPM,FDR,Score,Status,Dropped Reason
180,WFDC2,cDC2,-2.3026902675515,-2.15855452462604,-2.20360876899672,-0.695070323722825,6.86313412393976,1.53069046078507e-32,0.5683510965471116,PASS,
181,CDH12,EC-tip,-2.26855393379003,-1.47927466377847,-1.69150559327039,-0.0325225887401764,7.27659223192205,2.79185713961961e-129,0.5683382905925844,PASS,
183,BGN,EC-PCV,-2.28832718775103,-2.26151128284052,-2.14420099144062,-0.734485837579447,7.93317701133498,5.940645024317609e-22,0.5679264633063874,PASS,
187,MXRA5,Prv-CCL19,-2.07994721020187,-2.14563477866359,-2.0856018805461,-0.583345359974524,8.26086604710515,9.964698155846131e-51,0.5676723271343384,PASS,
190,MOXD1,Prv-CCL19,-1.42872186903553,-1.77706487843148,-2.05296563814624,-0.141386660494839,8.2868249750941,5.87893576182035e-38,0.5670582463704783,PASS,
192,NRIP3,Mɸ4-infiltrated,-2.15844346370129,-1.61710613341994,-2.29813183155744,-0.386294604560349,7.4478142407621,1.77752059264597e-76,0.5669605242597716,PASS,
196,FOLH1,EC-PCV,-2.19316496596174,-2.13305874728462,-2.09007890808092,-0.633271644275123,7.93185644925337,3.28191564364752e-22,0.5665723694544931,PASS,
197,AEBP1,EC-aPCV,-1.96218943322049,-1.80257468972073,-1.83841790776862,-0.259851753468915,7.88431322236984,5.64307756221425e-06,0.5661775894997626,PASS,
198,LINC00996,Mɸ1-LYVE1,-2.73077768731464,-1.49223482943106,-1.80701886601382,-0.288045586881551,7.3923430677116,2.9746226807964e-87,0.5661530951716448,PASS,
200,HEYL,Prv-CCL19,-2.09965249907036,-1.47459032384316,-1.92781170459311,-0.138834936401539,8.32804934723219,2.08894705692329e-37,0.5659013178712631,PASS,
203,IDO1,cDC2,-3.3538651969189,-2.38973289237291,-1.25135730576558,-0.782503902822019,7.10924468032833,2.35076470215212e-26,0.5653151048279044,PASS,
204,CASC15,Prv-CCL19,-2.11798027337905,-2.31793672294174,-2.29545516111678,-0.825846291163105,8.31422151116395,3.6400956874752e-51,0.565206439745983,PASS,
207,CYBA,EC-aPCV,-1.26934048873173,-1.8717778762596,-1.9798265683082,-0.165831289669832,7.93925269446473,1.85221391686046e-13,0.5648273773515168,PASS,
208,APOE,Prv-CCL19,-2.67460413712526,-1.79716561020241,-2.93543202773693,-0.941300328031304,10.166462809002,3.0786875671143e-52,0.5647819026476607,PASS,
211,FHL2,EC-PCV,-1.57345116869095,-2.38723321474855,-2.51835469897848,-0.798842078711031,7.97637295331421,1.9205532434198e-29,0.5646011900039227,PASS,
213,WFDC2,dS2,-2.69544881529405,-2.31322736411022,-2.06815469002892,-0.912144103149534,7.2139664567679,5.559447665727611e-117,0.5644270950507833,PASS,
214,MT2A,EC-PCV,-0.490974412022848,-2.33175011422331,-2.69225670455042,-0.488449798813148,8.86254286792411,1.70273934034357e-59,0.5642378208435611,PASS,
216,SMIM3,EC-tip,-2.564392977468,-1.73016273960453,-2.19121117177648,-0.596613346527958,7.45560545528387,2.91228031797537e-148,0.5638336520089898,PASS,
