Rank,Gene,Cell Type,logFC.ecoVSctrl,logFC.ecpVSctrl,logFC.ecpaVSctrl,logFC.eueVSctrl,logCPM,FDR,Score,Status,Dropped Reason
1,EFEMP1,EC-PCV,-5.17847290402685,-4.90048889717317,-4.64981288144113,-0.49376308432009,8.21000163516528,2.28968523620763e-254,0.8039158169031141,PASS,
2,FABP4,Prv-CCL19,2.83816155675853,5.12069912835603,4.6791917792389,0.0817237450703614,9.45619830706881,1.22438753903611e-80,0.7717076784464634,PASS,
3,LUM,Prv-CCL19,-2.56880460184028,-5.67214322571439,-5.60691960147437,-0.925500089471404,9.24245705178376,1.70458550570237e-283,0.7642776052553727,PASS,
4,MMP11,Prv-CCL19,-4.17311167716561,-4.50309224116857,-4.57798747208216,-0.68960416677275,8.6027233598557,5.12078701521678e-255,0.7571732377053219,PASS,
5,APCDD1,EC-aPCV,-3.76427444922468,-4.39055990991894,-4.15025179933727,-0.488917291107625,7.94669289688963,2.40267553139876e-119,0.7403027701253778,PASS,
6,C2orf40,Prv-CCL19,2.93781655186595,6.61065896830397,6.94196108254577,2.09189134798326,11.8430645086516,1.54674941731856e-164,0.7189670081736984,PASS,
7,S100A10,Prv-CCL19,3.8749810218315,4.20535306408511,4.1369847777599,0.842938412888082,9.35579529616379,1.64016140095129e-96,0.7167913904092995,PASS,
8,LYVE1,Mɸ4-infiltrated,3.98204340205728,3.79032786605932,4.21647380851412,0.628195684789284,7.92473695176468,3.58775577879164e-102,0.7152887550127041,PASS,
9,IGF1,Prv-CCL19,-2.63423120320169,-4.07879549477733,-4.35820950478163,-0.390520511802922,8.54692232256105,5.95090490609089e-209,0.7111487656571509,PASS,
10,PDK4,Mɸ1-LYVE1,4.79527630724777,4.28644271427278,2.57958880968192,0.564390577486611,10.0949373291401,8.241452408427271e-173,0.6977931020104948,PASS,
11,FABP5,EC-aPCV,2.9007193871253,5.41728884431876,4.50077781298879,1.594635944244,9.31378727295596,6.06997305366739e-55,0.6932172952498946,PASS,
12,WISP2,Prv-CCL19,3.46689546120519,3.50666634204905,3.40533059971308,0.204505701584026,8.848583673926,6.24764709914704e-50,0.6888353599235137,PASS,
13,ADIRF,Prv-CCL19,3.29294732945969,4.7992197959273,4.96061716908267,1.74354331443439,11.474304069873,1.22416930349479e-175,0.6833224023051833,PASS,
14,DIO2,Prv-CCL19,-4.12440376407784,-4.04083709308095,-3.92787672619163,-1.29516644920665,8.43427578985155,3.91690451254447e-237,0.6796384304518158,PASS,
15,CYP26B1,EC-PCV,-4.16703374882377,-4.0639860563235,-4.10102140420096,-1.41110401705971,7.97964866069561,3.30722596553724e-132,0.6779351611945429,PASS,
16,MT1M,Prv-CCL19,2.63667494456688,3.620764493794,3.61772660042207,0.319981970415618,9.14065542499426,2.17457513275918e-50,0.6777661616337662,PASS,
17,POSTN,EC-tip,3.39129204865467,3.43407136263251,3.191779413357,0.249348511772191,8.53124454199196,1.95125313979424e-150,0.6771411679216033,PASS,
18,SELE,EC-PCV,0.6027145186676,5.44495963200446,4.95367063464931,1.01120651946671,9.6378404191699,2.27926498909546e-22,0.6770960651385247,PASS,
19,ENPP2,EC-PCV,-2.52973660509433,-3.92170064831328,-3.60531689659776,-0.565879798905275,8.91935965374791,5.5680793771425e-164,0.675243918820993,PASS,
20,SNCG,Prv-CCL19,1.32849838403204,4.2977577763681,4.33075199520729,0.598381350083377,9.18233486409304,1.66725177825987e-121,0.67420194759116,PASS,
